season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active
23,2,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,26.0,6.5,8.0,13
23,2,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,26.0,6.5,8.0,13
23,2,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,24.0,6.0,10.0,13
23,2,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,24.0,6.0,10.0,13
23,2,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,24.0,6.0,10.0,13
23,2,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,22.0,5.5,13.0,13
23,3,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,32.0,8.0,1.0,12
23,3,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,31.0,7.75,2.0,12
23,3,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,30.0,7.5,3.0,12
23,3,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,29.0,7.25,4.0,12
23,3,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,28.0,7.0,5.0,12
23,3,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,28.0,7.0,5.0,12
23,3,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,26.0,6.5,7.0,12
23,3,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,25.0,6.25,8.0,12
23,3,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,25.0,6.25,8.0,12
23,3,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,25.0,6.25,8.0,12
23,3,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,23.0,5.75,11.0,12
23,3,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,23.0,5.75,11.0,12
23,4,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,30.0,10.0,1.0,11
23,4,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,28.0,9.333333333333334,2.0,11
23,4,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,25.0,8.333333333333334,3.0,11
23,4,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,24.0,8.0,4.0,11
23,4,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,24.0,8.0,4.0,11
23,4,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,23.0,7.666666666666667,6.0,11
23,4,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,23.0,7.666666666666667,6.0,11
23,4,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,23.0,7.666666666666667,6.0,11
23,4,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,22.0,7.333333333333333,9.0,11
23,4,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,21.0,7.0,10.0,11
23,4,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,18.0,6.0,11.0,11
23,5,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,29.0,9.666666666666666,1.0,9
23,5,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,27.0,9.0,2.0,9
23,5,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,27.0,9.0,2.0,9
23,5,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,26.0,8.666666666666666,4.0,9
23,5,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,25.0,8.333333333333334,5.0,9
23,5,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,24.0,8.0,6.0,9
23,5,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,24.0,8.0,6.0,9
23,5,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,24.0,8.0,6.0,9
23,5,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,24.0,8.0,6.0,9
23,6,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,40.0,10.0,1.0,9
23,6,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,38.0,9.5,2.0,9
23,6,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,37.0,9.25,3.0,9
23,6,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,37.0,9.25,3.0,9
23,6,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,34.0,8.5,5.0,9
23,6,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,31.0,7.75,6.0,9
23,6,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,30.0,7.5,7.0,9
23,6,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,30.0,7.5,7.0,9
23,6,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,28.0,7.0,9.0,9
23,7,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,37.0,9.25,1.0,8
23,7,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,37.0,9.25,1.0,8
23,7,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,34.5,8.625,3.0,8
23,7,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,34.5,8.625,3.0,8
23,7,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,34.5,8.625,3.0,8
23,7,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,33.0,8.25,6.0,8
23,7,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,33.0,8.25,6.0,8
23,7,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,32.0,8.0,8.0,8
23,8,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,34.9998,11.6666,1.0,7
23,8,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,33.0,11.0,2.0,7
23,8,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,30.0,10.0,3.0,7
23,8,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,30.0,10.0,3.0,7
23,8,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,26.0,8.666666666666666,5.0,7
23,8,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,24.0,8.0,6.0,7
23,8,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,23.0,7.666666666666667,7.0,7
23,9,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,40.0,10.0,1.0,6
23,9,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,40.0,10.0,1.0,6
23,9,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,38.0,9.5,3.0,6
23,9,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,37.0,9.25,4.0,6
23,9,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,36.0,9.0,5.0,6
23,9,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,36.0,9.0,5.0,6
23,10,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,30.0,10.0,1.0,5
23,10,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,30.0,10.0,1.0,5
23,10,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,29.5,9.833333333333334,3.0,5
23,10,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,29.0,9.666666666666666,4.0,5
23,10,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,28.0,9.333333333333334,5.0,5
23,11,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,39.333200000000005,9.833300000000001,1.0,4
23,11,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,38.9998,9.74995,2.0,4
23,11,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,38.3331,9.583275,3.0,4
23,11,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,35.5,8.875,4.0,4
24,1,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,32.0,8.0,1.0,12
24,1,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,31.0,7.75,2.0,12
24,1,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,28.0,7.0,3.0,12
24,1,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,28.0,7.0,3.0,12
24,1,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,28.0,7.0,3.0,12
24,1,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,27.0,6.75,6.0,12
24,1,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,24.0,6.0,7.0,12
24,1,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,24.0,6.0,7.0,12
24,1,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,22.0,5.5,9.0,12
24,1,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,21.0,5.25,10.0,12
24,1,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,20.0,5.0,11.0,12
24,1,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,17.0,4.25,12.0,12
24,2,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,32.0,8.0,1.0,12
24,2,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,32.0,8.0,1.0,12
24,2,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,30.0,7.5,3.0,12
24,2,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,29.0,7.25,4.0,12
24,2,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,28.0,7.0,5.0,12
24,2,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,28.0,7.0,5.0,12
24,2,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,28.0,7.0,5.0,12
24,2,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,27.0,6.75,8.0,12
24,2,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,25.0,6.25,9.0,12
24,2,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,25.0,6.25,9.0,12
24,2,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,22.0,5.5,11.0,12
24,2,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,22.0,5.5,11.0,12
24,3,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,34.0,8.5,1.0,11
24,3,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,33.0,8.25,2.0,11
24,3,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,33.0,8.25,2.0,11
24,3,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,32.0,8.0,4.0,11
24,3,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,31.0,7.75,5.0,11
24,3,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,28.0,7.0,6.0,11
24,3,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,26.0,6.5,7.0,11
24,3,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,26.0,6.5,7.0,11
24,3,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,24.0,6.0,9.0,11
24,3,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,24.0,6.0,9.0,11
24,3,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,24.0,6.0,9.0,11
24,4,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,39.0,9.75,1.0,10
24,4,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,36.0,9.0,2.0,10
24,4,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,35.0,8.75,3.0,10
24,4,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,33.0,8.25,4.0,10
24,4,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,32.0,8.0,5.0,10
24,4,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,32.0,8.0,5.0,10
24,4,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,31.0,7.75,7.0,10
24,4,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,30.0,7.5,8.0,10
24,4,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,30.0,7.5,8.0,10
24,4,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,28.0,7.0,10.0,10
24,5,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,39.0,9.75,1.0,9
24,5,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,38.0,9.5,2.0,9
24,5,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,36.0,9.0,3.0,9
24,5,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,34.0,8.5,4.0,9
24,5,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,34.0,8.5,4.0,9
24,5,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,32.0,8.0,6.0,9
24,5,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,32.0,8.0,6.0,9
24,5,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,30.0,7.5,8.0,9
24,5,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,29.0,7.25,9.0,9
24,6,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,37.0,9.25,1.0,8
24,6,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,36.0,9.0,2.0,8
24,6,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,35.0,8.75,3.0,8
24,6,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,34.5,8.625,4.0,8
24,6,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,33.5,8.375,5.0,8
24,6,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,31.5,7.875,6.0,8
24,6,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,31.0,7.75,7.0,8
24,6,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,30.5,7.625,8.0,8
24,7,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,42.0,10.5,1.0,7
24,7,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,39.0,9.75,2.0,7
24,7,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,39.0,9.75,2.0,7
24,7,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,36.0,9.0,4.0,7
24,7,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,34.0,8.5,5.0,7
24,7,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,32.0,8.0,6.0,7
24,7,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,31.0,7.75,7.0,7
24,8,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,39.5,9.875,1.0,5
24,8,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,37.5,9.375,2.0,5
24,8,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,36.0,9.0,3.0,5
24,8,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,32.5,8.125,4.0,5
24,8,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,29.0,7.25,5.0,5
24,9,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,40.0,10.0,1.0,4
24,9,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,38.5,9.625,2.0,4
24,9,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,38.0,9.5,3.0,4
24,9,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,35.0,8.75,4.0,4
24,10,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,39.6666,9.91665,1.0,3
24,10,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,39.333200000000005,9.833300000000001,2.0,3
24,10,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,36.3333,9.083325,3.0,3
25,1,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,22.0,7.333333333333333,1.0,13
25,1,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,22.0,7.333333333333333,1.0,13
25,1,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,21.0,7.0,3.0,13
25,1,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,20.0,6.666666666666667,4.0,13
25,1,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,19.0,6.333333333333333,5.0,13
25,1,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,19.0,6.333333333333333,5.0,13
25,1,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,18.0,6.0,7.0,13
25,1,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,18.0,6.0,7.0,13
25,1,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,18.0,6.0,7.0,13
25,1,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,17.0,5.666666666666667,10.0,13
25,1,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,16.0,5.333333333333333,11.0,13
25,1,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,15.0,5.0,12.0,13
25,1,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,14.0,4.666666666666667,13.0,13
25,2,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,24.0,8.0,1.0,13
25,2,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,24.0,8.0,1.0,13
25,2,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,23.5,7.833333333333333,3.0,13
25,2,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,22.5,7.5,4.0,13
25,2,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,22.5,7.5,4.0,13
25,2,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,22.0,7.333333333333333,6.0,13
25,2,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,20.5,6.833333333333333,7.0,13
25,2,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,20.5,6.833333333333333,7.0,13
25,2,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,19.5,6.5,9.0,13
25,2,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,19.5,6.5,9.0,13
25,2,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,19.0,6.333333333333333,11.0,13
25,2,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,19.0,6.333333333333333,11.0,13
25,2,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,17.0,5.666666666666667,13.0,13
25,3,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,27.0,9.0,1.0,11
25,3,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,25.0,8.333333333333334,2.0,11
25,3,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,23.0,7.666666666666667,3.0,11
25,3,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,23.0,7.666666666666667,3.0,11
25,3,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,22.0,7.333333333333333,5.0,11
25,3,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,21.0,7.0,6.0,11
25,3,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,21.0,7.0,6.0,11
25,3,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,21.0,7.0,6.0,11
25,3,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,21.0,7.0,6.0,11
25,3,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,21.0,7.0,6.0,11
25,3,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,19.0,6.333333333333333,11.0,11
25,4,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,29.0,9.666666666666666,1.0,11
25,4,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,27.0,9.0,2.0,11
25,4,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,26.0,8.666666666666666,3.0,11
25,4,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,24.0,8.0,4.0,11
