celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,judge_count,judge_total,judge_mean,has_score_record,active
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,3,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,3,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,4,9.0,9.0,9.0,,3,27.0,9.0,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,4,9.0,9.0,9.0,,3,27.0,9.0,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,4,9.0,9.0,9.0,,3,27.0,9.0,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,4,6.0,6.0,6.0,,3,18.0,6.0,True,True
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,5,9.0,7.0,10.0,,3,26.0,8.666666666666666,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,5,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,5,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,5,8.0,9.0,9.0,,3,26.0,8.666666666666666,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,5,9.0,10.0,9.0,,3,28.0,9.333333333333334,True,True
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,6,11.3333,9.3333,11.3333,,3,31.999899999999997,10.666633333333332,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,6,9.3333,8.3333,9.3333,,3,26.999899999999997,8.999966666666666,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,6,8.6666,9.6666,8.6666,,3,26.9998,8.999933333333333,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6,8.3333,8.3333,7.3333,,3,23.9999,7.9999666666666664,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,6,9.3333,9.3333,9.3333,,3,27.999899999999997,9.3333,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,6,10.6666,10.6666,10.6666,,3,31.9998,10.6666,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,6,10.0,11.0,10.0,,3,31.0,10.333333333333334,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,6,10.0,10.0,10.0,,3,30.0,10.0,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,7,10.0,10.0,9.5,,3,29.5,9.833333333333334,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,7,10.0,9.5,10.0,,3,29.5,9.833333333333334,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,7,10.0,9.0,9.5,,3,28.5,9.5,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,7,8.5,8.0,8.5,,3,25.0,8.333333333333334,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7,9.0,8.5,9.0,,3,26.5,8.833333333333334,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7,9.5,9.5,9.5,,3,28.5,9.5,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,8,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8,10.0,10.0,10.0,,3,30.0,10.0,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8,10.0,10.0,10.0,,3,30.0,10.0,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,8,8.0,8.0,8.0,,3,24.0,8.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,8,9.0,10.0,9.0,,3,28.0,9.333333333333334,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,8,9.0,9.0,9.0,,3,27.0,9.0,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9,8.5,8.5,8.5,,3,25.5,8.5,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,9,9.5,9.5,10.0,,3,29.0,9.666666666666666,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,9,9.0,9.0,9.0,,3,27.0,9.0,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,9,7.0,7.0,7.0,,3,21.0,7.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,9,9.0,9.0,9.0,,3,27.0,9.0,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,9.5,9.0,9.5,,3,28.0,9.333333333333334,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,10,10.0,10.0,9.5,10.0,4,39.5,9.875,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,10,9.5,9.0,9.5,9.5,4,37.5,9.375,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,10,9.0,8.5,9.0,9.0,4,35.5,8.875,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,10,7.5,7.5,7.5,7.5,4,30.0,7.5,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,8.0,8.0,8.0,8.5,4,32.5,8.125,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,11,10.4444,10.4444,10.4444,,3,31.333199999999998,10.4444,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,11,9.8888,9.8888,9.8888,,3,29.6664,9.8888,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,11,9.3333,9.3333,9.3333,,3,27.999899999999997,9.3333,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,8.3333,8.8333,8.3333,,3,25.499899999999997,8.499966666666666,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,1,9.0,8.0,8.0,,3,25.0,8.333333333333334,True,True
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,1,9.0,9.0,9.0,,3,27.0,9.0,True,True
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,1,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,1,5.0,5.0,5.0,,3,15.0,5.0,True,True
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,1,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,1,6.0,6.0,6.0,,3,18.0,6.0,True,True
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,2,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,2,9.0,8.0,8.0,,3,25.0,8.333333333333334,True,True
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,2,9.0,7.0,9.0,,3,25.0,8.333333333333334,True,True
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,2,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,2,5.0,5.0,5.0,,3,15.0,5.0,True,True
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,2,0.0,0.0,0.0,,3,0.0,0.0,True,False
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,3,10.0,9.0,10.0,10.0,4,39.0,9.75,True,True
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,3,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,3,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,3,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,3,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,3,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,3,8.0,7.0,8.0,8.0,4,31.0,7.75,True,True
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,3,7.0,7.0,8.0,8.0,4,30.0,7.5,True,True
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,3,9.0,8.0,9.0,9.0,4,35.0,8.75,True,True
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,3,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,3,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,3,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,4,10.0,9.0,10.0,10.0,4,39.0,9.75,True,True
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,4,9.0,8.0,8.0,9.0,4,34.0,8.5,True,True
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,4,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,4,9.0,8.0,9.0,9.0,4,35.0,8.75,True,True
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,4,7.0,8.0,9.0,9.0,4,33.0,8.25,True,True
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,4,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,4,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,4,8.0,8.0,9.0,8.0,4,33.0,8.25,True,True
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,4,8.0,7.0,8.0,8.0,4,31.0,7.75,True,True
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,4,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,4,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,4,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,5,9.0,9.0,10.0,9.0,4,37.0,9.25,True,True
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,5,8.0,9.0,9.0,9.0,4,35.0,8.75,True,True
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,5,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,5,9.0,10.0,9.0,9.0,4,37.0,9.25,True,True
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,5,10.0,9.0,10.0,10.0,4,39.0,9.75,True,True
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,5,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,5,9.0,8.0,8.0,9.0,4,34.0,8.5,True,True
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,6,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,6,9.0,10.0,9.0,10.0,4,38.0,9.5,True,True
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,6,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,6,9.0,9.0,8.0,9.0,4,35.0,8.75,True,True
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,6,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,6,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,6,8.0,9.0,8.0,8.0,4,33.0,8.25,True,True
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,8.0,9.0,7.0,8.0,4,32.0,8.0,True,True
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,7,10.0,10.0,9.0,10.0,4,39.0,9.75,True,True
