celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active,season,week,next_week,event_type,observed_eliminated,judge_percent,fan_share_est,fan_rank_est,combined_percent,combined_percent_rank,rank_rule_score,rank_rule_bad_rank,fan_rescue_gap,controversy_index,fan_share_min,fan_share_max,fan_share_width,percent_rule_eliminated,rank_rule_eliminated
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,38.0,9.5,4.0,4,20,9,10,single_elimination,False,0.24203821656050956,0.2563769067140629,1.0,0.49841512327457244,2.0,5.0,1.0,3.0,3.0,0.01273885350318471,0.9936305732484076,0.9808917197452229,False,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,24.5,8.166666666666666,1.0,13,21,2,3,multi_elimination,False,0.09057301293900184,0.07689972229447024,11.0,0.1674727352334721,13.0,12.0,7.0,-10.0,10.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,24.0,8.0,2.0,13,21,2,3,multi_elimination,False,0.08872458410351201,0.07691157006323353,2.0,0.16563615416674554,12.0,4.0,13.0,0.0,0.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,23.0,7.666666666666667,3.0,13,21,2,3,multi_elimination,False,0.08502772643253234,0.07690358589080218,9.0,0.16193131232333452,11.0,12.0,7.0,-6.0,6.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,22.5,7.5,4.0,13,21,2,3,multi_elimination,False,0.08317929759704251,0.07690421282486927,5.0,0.16008351042191177,7.0,9.0,9.0,-1.0,1.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,22.5,7.5,4.0,13,21,2,3,multi_elimination,False,0.08317929759704251,0.07690421282486927,5.0,0.16008351042191177,7.0,9.0,9.0,-1.0,1.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,22.5,7.5,4.0,13,21,2,3,multi_elimination,False,0.08317929759704251,0.07690421282486927,5.0,0.16008351042191177,7.0,9.0,9.0,-1.0,1.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,22.5,7.5,4.0,13,21,2,3,multi_elimination,False,0.08317929759704251,0.07690421282486927,5.0,0.16008351042191177,7.0,9.0,9.0,-1.0,1.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,22.0,7.333333333333333,8.0,13,21,2,3,multi_elimination,False,0.08133086876155268,0.07690321053084344,10.0,0.15823407929239613,6.0,18.0,3.0,-2.0,2.0,0.0,0.9926062846580407,0.9926062846580407,False,True
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,18.5,6.166666666666667,9.0,13,21,2,3,multi_elimination,True,0.06839186691312385,0.07451869934364745,13.0,0.1429105662567713,2.0,22.0,1.0,-4.0,4.0,0.0,0.10216770290707447,0.10216770290707447,True,True
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,18.5,6.166666666666667,9.0,13,21,2,3,multi_elimination,False,0.06839186691312385,0.07690485298566689,4.0,0.14529671989879073,5.0,13.0,5.0,5.0,5.0,0.0,0.9926062846580407,0.9926062846580407,False,False
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,18.5,6.166666666666667,9.0,13,21,2,3,multi_elimination,True,0.06839186691312385,0.07451869945212541,12.0,0.14291056636524926,3.0,21.0,2.0,-3.0,3.0,0.0,0.10216770290707447,0.10216770290707447,True,True
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,16.5,5.5,12.0,13,21,2,3,multi_elimination,False,0.06099815157116451,0.08191242142558461,1.0,0.1429105729967491,4.0,13.0,5.0,11.0,11.0,0.007393715341959428,1.0,0.9926062846580406,False,False
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,15.0,5.0,13.0,13,21,2,3,multi_elimination,True,0.05545286506469501,0.07691038570280245,3.0,0.13236325076749747,1.0,16.0,4.0,10.0,10.0,0.0,0.11393043186019153,0.11393043186019153,True,False
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,28.0,9.333333333333334,1.0,10,21,4,5,single_elimination,False,0.11864406779661017,0.10000054494383745,1.0,0.2186446127404476,10.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,False,False
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,27.0,9.0,2.0,10,21,4,5,single_elimination,False,0.11440677966101695,0.09999970978102996,8.0,0.2144064894420469,7.0,10.0,5.0,-6.0,6.0,0.0,1.0,1.0,False,False
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.0,9.0,2.0,10,21,4,5,single_elimination,False,0.11440677966101695,0.09999970978102996,8.0,0.2144064894420469,7.0,10.0,5.0,-6.0,6.0,0.0,1.0,1.0,False,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,27.0,9.0,2.0,10,21,4,5,single_elimination,False,0.11440677966101695,0.09999970978102996,8.0,0.2144064894420469,7.0,10.0,5.0,-6.0,6.0,0.0,1.0,1.0,False,False
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,25.0,8.333333333333334,5.0,10,21,4,5,single_elimination,False,0.1059322033898305,0.09999972333738358,7.0,0.20593192672721408,6.0,12.0,3.0,-2.0,2.0,0.0,1.0,1.0,False,False
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,24.0,8.0,6.0,10,21,4,5,single_elimination,False,0.1016949152542373,0.10000010169462319,4.0,0.2016950169488605,5.0,10.0,5.0,2.0,2.0,0.0,1.0,1.0,False,False
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,23.0,7.666666666666667,7.0,10,21,4,5,single_elimination,False,0.09745762711864407,0.10000011613968865,3.0,0.1974577432583327,4.0,10.0,5.0,4.0,4.0,0.0,1.0,1.0,False,False
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,21.0,7.0,8.0,10,21,4,5,single_elimination,False,0.08898305084745763,0.10000008962638574,5.0,0.18898314047384335,3.0,13.0,2.0,3.0,3.0,0.0,1.0,1.0,False,False
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,18.0,6.0,9.0,10,21,4,5,single_elimination,False,0.07627118644067797,0.10000004378733764,6.0,0.1762712302280156,2.0,15.0,1.0,3.0,3.0,0.0,1.0,1.0,False,True
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,16.0,5.333333333333333,10.0,10,21,4,5,single_elimination,True,0.06779661016949153,0.10000025068706196,2.0,0.1677968608565535,1.0,12.0,3.0,8.0,8.0,0.0,0.13220338983050847,0.13220338983050847,True,False
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,40.0,10.0,1.0,9,21,6,7,single_elimination,False,0.12779552715654952,0.11111373944115817,2.0,0.23890926659770767,7.0,3.0,7.0,-1.0,1.0,0.0,1.0,1.0,False,False
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,40.0,10.0,1.0,9,21,6,7,single_elimination,False,0.12779552715654952,0.11111373944115817,2.0,0.23890926659770767,7.0,3.0,7.0,-1.0,1.0,0.0,1.0,1.0,False,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,40.0,10.0,1.0,9,21,6,7,single_elimination,False,0.12779552715654952,0.11111373944115817,2.0,0.23890926659770767,7.0,3.0,7.0,-1.0,1.0,0.0,1.0,1.0,False,False
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,39.0,9.75,4.0,9,21,6,7,single_elimination,False,0.12460063897763578,0.11110506963864576,8.0,0.23570570861628154,6.0,12.0,3.0,-4.0,4.0,0.0,1.0,1.0,False,False
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,38.0,9.5,5.0,9,21,6,7,single_elimination,False,0.12140575079872204,0.11112070167692048,1.0,0.23252645247564252,5.0,6.0,6.0,4.0,4.0,0.0,1.0,1.0,False,False
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,32.0,8.0,6.0,9,21,6,7,single_elimination,False,0.10223642172523961,0.1111092566431624,6.0,0.21334567836840201,4.0,12.0,3.0,0.0,0.0,0.0,1.0,1.0,False,False
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,30.0,7.5,7.0,9,21,6,7,single_elimination,False,0.09584664536741214,0.11110433156584915,9.0,0.20695097693326128,2.0,16.0,1.0,-2.0,2.0,0.0,1.0,1.0,False,True
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,30.0,7.5,7.0,9,21,6,7,single_elimination,False,0.09584664536741214,0.11111107328604708,5.0,0.20695771865345922,3.0,12.0,3.0,2.0,2.0,0.0,1.0,1.0,False,False
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,24.0,6.0,9.0,9,21,6,7,single_elimination,True,0.07667731629392971,0.1111083482890273,7.0,0.187785664582957,1.0,16.0,1.0,2.0,2.0,0.0,0.1455449059282925,0.1455449059282925,True,False
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,29.0,9.666666666666666,1.0,8,21,7,8,single_elimination,False,0.13122171945701358,0.12499238760220298,4.0,0.25621410705921654,8.0,5.0,8.0,-3.0,3.0,0.0,0.9819004524886878,0.9819004524886878,False,False
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,28.0,9.333333333333334,2.0,8,21,7,8,single_elimination,False,0.12669683257918551,0.12498664161009347,5.0,0.251683474189279,6.0,7.0,6.0,-3.0,3.0,0.0,0.9819004524886878,0.9819004524886878,False,False
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,28.0,9.333333333333334,2.0,8,21,7,8,single_elimination,False,0.12669683257918551,0.12498664161009347,5.0,0.251683474189279,6.0,7.0,6.0,-3.0,3.0,0.0,0.9819004524886878,0.9819004524886878,False,False
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,28.0,9.333333333333334,2.0,8,21,7,8,single_elimination,True,0.12669683257918551,0.12105269101069756,8.0,0.24774952358988306,1.0,10.0,2.0,-6.0,6.0,0.0,0.12330316742081449,0.12330316742081449,True,False
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,27.5,9.166666666666666,5.0,8,21,7,8,single_elimination,False,0.1244343891402715,0.12498633092511877,7.0,0.24942072006539026,5.0,12.0,1.0,-2.0,2.0,0.002262443438914019,0.9841628959276019,0.9819004524886878,False,True
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.0,9.0,6.0,8,21,7,8,single_elimination,False,0.12217194570135746,0.12557763762744423,2.0,0.2477495833288017,3.0,8.0,4.0,4.0,4.0,0.004524886877828052,0.9864253393665159,0.9819004524886878,False,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,27.0,9.0,6.0,8,21,7,8,single_elimination,False,0.12217194570135746,0.12557763762744423,2.0,0.2477495833288017,3.0,8.0,4.0,4.0,4.0,0.004524886877828052,0.9864253393665159,0.9819004524886878,False,False
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,26.5,8.833333333333334,8.0,8,21,7,8,single_elimination,False,0.11990950226244344,0.12784003155114887,1.0,0.24774953381359233,2.0,9.0,3.0,7.0,7.0,0.006787330316742071,0.9886877828054299,0.9819004524886878,False,False
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,33.0,11.0,1.0,7,21,8,9,single_elimination,False,0.1701036188771718,0.14287174223526725,1.0,0.31297536111243907,7.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,False,False
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,28.9998,9.6666,2.0,7,21,8,9,single_elimination,False,0.14948396747618808,0.14284980494656987,7.0,0.29233377242275793,6.0,9.0,2.0,-5.0,5.0,0.0,1.0,1.0,False,False
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,28.0,9.333333333333334,3.0,7,21,8,9,single_elimination,False,0.14433034328972152,0.14285382246363135,4.0,0.28718416575335287,4.0,7.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,28.0,9.333333333333334,3.0,7,21,8,9,single_elimination,False,0.14433034328972152,0.14285382246363135,4.0,0.28718416575335287,4.0,7.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,26.9998,8.999933333333333,5.0,7,21,8,9,single_elimination,False,0.13917465724120798,0.1428544612224043,3.0,0.2820291184636123,3.0,8.0,4.0,2.0,2.0,0.0,1.0,1.0,False,False
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,25.0,8.333333333333334,6.0,7,21,8,9,single_elimination,False,0.12886637793725136,0.14285303178585657,6.0,0.27171940972310793,2.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,False,True
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,23.9998,7.999933333333334,7.0,7,21,8,9,single_elimination,True,0.12371069188873782,0.14286331341491382,2.0,0.2665740053036516,1.0,9.0,2.0,5.0,5.0,0.0,0.16200359382554794,0.16200359382554794,True,False
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,30.0,10.0,1.0,6,21,9,10,multi_elimination,True,0.182370820668693,0.15156813473997113,6.0,0.33393895540866414,2.0,7.0,2.0,-5.0,5.0,0.0,0.1878419452887538,0.1878419452887538,True,True
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,30.0,10.0,1.0,6,21,9,10,multi_elimination,False,0.182370820668693,0.1664711605592659,4.0,0.3488419812279589,6.0,5.0,6.0,-3.0,3.0,0.0,0.9392097264437691,0.9392097264437691,False,False
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.5,9.166666666666666,3.0,6,21,9,10,multi_elimination,False,0.16717325227963525,0.16676664065263697,3.0,0.3339398929322722,5.0,6.0,3.0,0.0,0.0,0.015197568389057753,0.9544072948328268,0.9392097264437691,False,False
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,27.0,9.0,4.0,6,21,9,10,multi_elimination,False,0.1641337386018237,0.16980526465530912,2.0,0.3339390032571328,4.0,6.0,3.0,2.0,2.0,0.018237082066869303,0.9574468085106383,0.9392097264437691,False,False
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,25.5,8.5,5.0,6,21,9,10,multi_elimination,False,0.15501519756838905,0.17892376845437571,1.0,0.33393896602276474,3.0,6.0,3.0,4.0,4.0,0.027355623100303955,0.9665653495440729,0.939209726443769,False,False
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,24.5,8.166666666666666,6.0,6,21,9,10,multi_elimination,True,0.14893617021276595,0.16646502955294917,5.0,0.3154011997657151,1.0,11.0,1.0,1.0,1.0,0.0,0.21458966565349544,0.21458966565349544,True,True
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,24.0,8.0,1.0,12,22,2,3,single_elimination,False,0.1016949152542373,0.08333060718727157,7.0,0.18502552244150888,11.0,8.0,9.0,-6.0,6.0,0.0,1.0,1.0,False,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,24.0,8.0,1.0,12,22,2,3,single_elimination,False,0.1016949152542373,0.08333060718727157,7.0,0.18502552244150888,11.0,8.0,9.0,-6.0,6.0,0.0,1.0,1.0,False,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,21.0,7.0,3.0,12,22,2,3,single_elimination,False,0.08898305084745763,0.08333452735542553,3.0,0.17231757820288315,9.0,6.0,11.0,0.0,0.0,0.0,1.0,1.0,False,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,21.0,7.0,3.0,12,22,2,3,single_elimination,False,0.08898305084745763,0.08333452735542553,3.0,0.17231757820288315,9.0,6.0,11.0,0.0,0.0,0.0,1.0,1.0,False,False
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,20.0,6.666666666666667,5.0,12,22,2,3,single_elimination,False,0.0847457627118644,0.08333023840036034,9.0,0.16807600111222476,5.0,14.0,1.0,-4.0,4.0,0.0,1.0,1.0,False,True
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,20.0,6.666666666666667,5.0,12,22,2,3,single_elimination,False,0.0847457627118644,0.08333023840036034,9.0,0.16807600111222476,5.0,14.0,1.0,-4.0,4.0,0.0,1.0,1.0,False,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,20.0,6.666666666666667,5.0,12,22,2,3,single_elimination,False,0.0847457627118644,0.08333023840036034,9.0,0.16807600111222476,5.0,14.0,1.0,-4.0,4.0,0.0,1.0,1.0,False,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,20.0,6.666666666666667,5.0,12,22,2,3,single_elimination,False,0.0847457627118644,0.08333023840036034,9.0,0.16807600111222476,5.0,14.0,1.0,-4.0,4.0,0.0,1.0,1.0,False,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,19.0,6.333333333333333,9.0,12,22,2,3,single_elimination,False,0.08050847457627118,0.08333292156533816,5.0,0.16384139614160934,3.0,14.0,1.0,4.0,4.0,0.0,1.0,1.0,False,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,19.0,6.333333333333333,9.0,12,22,2,3,single_elimination,False,0.08050847457627118,0.08333292156533816,5.0,0.16384139614160934,3.0,14.0,1.0,4.0,4.0,0.0,1.0,1.0,False,False
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,15.0,5.0,11.0,12,22,2,3,single_elimination,False,0.0635593220338983,0.08334060878441603,2.0,0.14689993081831432,2.0,13.0,7.0,9.0,9.0,0.0,1.0,1.0,False,False
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,13.0,4.333333333333333,12.0,12,22,2,3,single_elimination,True,0.05508474576271186,0.08334232446895427,1.0,0.13842707023166614,1.0,13.0,7.0,11.0,11.0,0.0,0.11158192090395476,0.11158192090395476,True,False
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,25.0,8.333333333333334,1.0,11,22,3,4,single_elimination,False,0.10548523206751055,0.09091302859636338,4.0,0.19639826066387395,11.0,5.0,11.0,-3.0,3.0,0.0,1.0,1.0,False,False
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,24.0,8.0,2.0,11,22,3,4,single_elimination,False,0.10126582278481013,0.0909105581137559,5.0,0.19217638089856603,10.0,7.0,8.0,-3.0,3.0,0.0,1.0,1.0,False,False
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,23.0,7.666666666666667,3.0,11,22,3,4,single_elimination,False,0.0970464135021097,0.09090691031292315,7.0,0.18795332381503285,8.0,10.0,5.0,-4.0,4.0,0.0,1.0,1.0,False,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,23.0,7.666666666666667,3.0,11,22,3,4,single_elimination,False,0.0970464135021097,0.09090691031292315,7.0,0.18795332381503285,8.0,10.0,5.0,-4.0,4.0,0.0,1.0,1.0,False,False
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,22.0,7.333333333333333,5.0,11,22,3,4,single_elimination,False,0.09282700421940929,0.09091316825944146,3.0,0.18374017247885074,7.0,8.0,7.0,2.0,2.0,0.0,1.0,1.0,False,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,21.0,7.0,6.0,11,22,3,4,single_elimination,False,0.08860759493670886,0.09091347295511425,1.0,0.1795210678918231,5.0,7.0,8.0,5.0,5.0,0.0,1.0,1.0,False,False
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,21.0,7.0,6.0,11,22,3,4,single_elimination,False,0.08860759493670886,0.09091347295511425,1.0,0.1795210678918231,5.0,7.0,8.0,5.0,5.0,0.0,1.0,1.0,False,False
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,20.0,6.666666666666667,8.0,11,22,3,4,single_elimination,False,0.08438818565400844,0.09090373649718408,10.0,0.17529192215119252,2.0,18.0,1.0,-2.0,2.0,0.0,1.0,1.0,False,True
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,20.0,6.666666666666667,8.0,11,22,3,4,single_elimination,False,0.08438818565400844,0.09090373649718408,10.0,0.17529192215119252,2.0,18.0,1.0,-2.0,2.0,0.0,1.0,1.0,False,False
Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,20.0,6.666666666666667,8.0,11,22,3,4,single_elimination,False,0.08438818565400844,0.09090551317844846,9.0,0.17529369883245688,4.0,17.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,18.0,6.0,11.0,11,22,3,4,single_elimination,True,0.0759493670886076,0.09090949106232772,6.0,0.16685885815093532,1.0,17.0,3.0,5.0,5.0,0.0,0.1058688147295742,0.1058688147295742,True,False
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,36.0,9.0,1.0,10,22,4,5,single_elimination,False,0.11285266457680251,0.09996780458766871,2.0,0.21282046916447123,9.0,3.0,9.0,-1.0,1.0,0.0,0.9843260188087775,0.9843260188087775,False,False
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,36.0,9.0,1.0,10,22,4,5,single_elimination,False,0.11285266457680251,0.09996780458766871,2.0,0.21282046916447123,9.0,3.0,9.0,-1.0,1.0,0.0,0.9843260188087775,0.9843260188087775,False,False
